"","Row","Sample","Anon Student Id","Problem Hierarchy","Problem Name","Problem View","Problem Start Time","Problem End Time","Latency (sec)","Steps Missing Start Times","Hints","Incorrects","Corrects","Avg Corrects","Steps","Avg Assistance Score","Correct First Attempts","Condition","KCs (Geometry)","Steps without KCs (Geometry)","KC List (Geometry)","KCs (KRE_circle_area)","Steps without KCs (KRE_circle_area)","KC List (KRE_circle_area)","KCs (Khushboo)","Steps without KCs (Khushboo)","KC List (Khushboo)","KCs (MJB-SQRECT-Merge)","Steps without KCs (MJB-SQRECT-Merge)","KC List (MJB-SQRECT-Merge)","KCs (MyKC)","Steps without KCs (MyKC)","KC List (MyKC)","KCs (NNEWWW)","Steps without KCs (NNEWWW)","KC List (NNEWWW)","KCs (New)","Steps without KCs (New)","KC List (New)","KCs (NewModel)","Steps without KCs (NewModel)","KC List (NewModel)","KCs (Single-KC)","Steps without KCs (Single-KC)","KC List (Single-KC)","KCs (Textbook)","Steps without KCs (Textbook)","KC List (Textbook)","KCs (Textbook-test)","Steps without KCs (Textbook-test)","KC List (Textbook-test)","KCs (Unique-step)","Steps without KCs (Unique-step)","KC List (Unique-step)","KCs (Zhulin_Textbook11_SquareRectMerge)","Steps without KCs (Zhulin_Textbook11_SquareRectMerge)","KC List (Zhulin_Textbook11_SquareRectMerge)","KCs (new KC model name)","Steps without KCs (new KC model name)","KC List (new KC model name)"
"271",271,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","DESIGNING_A_QUILT",1,"1996-02-01 00:40:37","1996-02-01 00:43:16",159,0,0,3,12,1,12,0.25,9,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",12,0,10,2,0,"compose-by-multiplication, triangle-area",2,0,17
"272",272,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","PENTAGON_ABCDE",1,"1996-02-01 00:43:20","1996-02-01 00:45:00",100,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"273",273,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TRIANGLE_AREA",1,"1996-02-01 00:45:28","1996-02-01 00:45:28",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,54,1,0,"triangle-area",1,0,23
"274",274,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TRIANGLE_HEIGHT",1,"1996-02-01 00:45:59","1996-02-01 00:46:00",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,11,1,0,"triangle-area",1,0,23
"275",275,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TRIANGLE_BASE",1,"1996-02-01 00:46:07","1996-02-01 00:46:08",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,49,1,0,"triangle-area",1,0,23
"276",276,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","DESIGNING_A_QUILT",2,"1996-02-01 00:48:12","1996-02-01 00:49:57",105,0,0,3,12,1,12,0.25,9,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",12,0,10,2,0,"compose-by-multiplication, triangle-area",2,0,17
"277",277,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","PENTAGON_ABCDE",2,"1996-02-01 00:50:00","1996-02-01 00:51:38",98,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"278",278,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TRIANGLE_ABC",2,"1996-02-01 00:52:26","1996-02-01 00:55:44",198,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",3,0,50,1,0,"triangle-area",1,0,23
"279",279,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TRIANGLE_TRIANGLE",2,"1996-02-01 00:56:00","1996-02-01 00:56:01",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,60,1,0,"triangle-area",1,0,23
"280",280,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TRIANGLE_ABC",3,"1996-02-01 00:57:25","1996-02-01 00:58:15",50,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",3,0,50,1,0,"triangle-area",1,0,23
"281",281,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TRIANGLE_AREA",2,"1996-02-01 00:58:32","1996-02-01 00:58:32",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,54,1,0,"triangle-area",1,0,23
"282",282,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TRIANGLE_RECTANGLE",2,"1996-02-01 00:58:48","1996-02-01 00:59:45",57,0,0,2,2,1,2,1,0,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,17,2,0,"compose-by-multiplication, triangle-area",2,0,17
"283",283,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TRIANGLE_TRIANGLE",3,"1996-02-01 01:00:13","1996-02-01 01:00:13",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,60,1,0,"triangle-area",1,0,23
"284",284,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","PENTAGON",2,"1996-02-01 01:00:36","1996-02-01 01:03:42",186,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"285",285,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","PENTAGON_ABCDE",3,"1996-02-01 01:04:10","1996-02-01 01:06:58",168,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"286",286,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","PENTAGON",3,"1996-02-01 01:07:26","1996-02-01 01:10:27",181,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"287",287,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","PENTAGON_ABCDE",4,"1996-02-01 01:10:52","1996-02-01 01:11:50",58,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"288",288,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","PENTAGON",4,"1996-02-01 01:12:10","1996-02-01 01:13:19",69,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"289",289,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","PENTAGON_ABCDE",5,"1996-02-01 01:13:53","1996-02-01 01:14:48",55,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"290",290,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","CIRCLE_O",1,"1996-02-01 01:15:45","1996-02-01 01:21:01",316,0,0,7,18,1.5,12,0.583,7,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",12,0,12,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"291",291,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","LAWN_SPRINKLER",1,"1996-02-01 01:22:13","1996-02-01 01:22:13",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,62,1,0,"circle-area",1,0,1
"292",292,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","COVERING_POOL",1,"1996-02-01 01:22:31","1996-02-01 01:23:42",71,0,0,2,2,1,2,1,0,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,28,2,0,"circle-area, circle-diameter",2,0,4
"293",293,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","DOG_ON_A_ROPE",1,"1996-02-01 01:23:52","1996-02-01 01:24:59",67,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,9,2,0,"circle-area, circle-circumference",2,0,2
"294",294,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","LAWN_SPRINKLER_2",1,"1996-02-01 01:26:01","1996-02-01 01:26:23",22,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,48,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
"295",295,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","CIRCLE_DIAMETER",1,"1996-02-01 01:26:27","1996-02-01 01:27:09",42,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,37,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"296",296,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","CIRCLE_CIRCUMFERENCE",1,"1996-02-01 01:27:25","1996-02-01 01:28:20",55,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,16,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"297",297,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","CIRCLE_AREA",1,"1996-02-01 01:28:37","1996-02-01 01:31:21",164,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,58,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"298",298,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","COVERING_POOL",2,"1996-02-01 01:31:32","1996-02-01 01:33:38",126,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,28,2,0,"circle-area, circle-diameter",2,0,4
"299",299,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","CIRCLE_DIAMETER",2,"1996-02-01 01:33:40","1996-02-01 01:34:22",42,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,37,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"300",300,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TROGS",1,"1996-02-01 01:34:30","1996-02-01 01:41:18",408,0,0,3,12,1,12,0.25,9,0,1,0,"Geometry",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",3,0,"area, compose-by-addition, equi-tri-height?",4,0,"compose-by-addition, equi-tri-height?, sq_rect-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",1,0,"Single-KC",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, rectangle-area, triangle-area",12,0,4,4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",4,0,14
"301",301,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","WATERING_VEGGIES",1,"1996-02-01 01:41:40","1996-02-01 01:42:17",37,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,29,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
"302",302,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","POGS",1,"1996-02-01 01:42:37","1996-02-01 01:43:47",70,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",3,0,51,1,0,"compose-by-addition",1,0,11
"303",303,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","ONE_CIRCLE_IN_SQUARE",1,"1996-02-01 01:44:29","1996-02-01 01:44:30",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,41,1,0,"compose-by-addition",1,0,11
"304",304,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TWO_CIRCLES_IN_CIRCLE",1,"1996-02-01 01:45:03","1996-02-01 01:46:18",75,0,0,0,2,1,2,0,2,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",2,0,36,1,0,"compose-by-addition",1,0,11
"305",305,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TWO_CIRCLES_IN_SQUARE",1,"1996-02-01 01:48:53","1996-02-01 01:48:58",5,0,0,2,2,1,2,1,0,0,1,0,"Geometry",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",1,0,"Single-KC",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,23,2,0,"compose-by-addition, compose-by-multiplication",2,0,12
"306",306,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","POGS",2,"1996-02-01 01:49:15","1996-02-01 01:50:29",74,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",3,0,51,1,0,"compose-by-addition",1,0,11
"307",307,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","LAWN_SPRINKLER",2,"1996-02-01 01:51:00","1996-02-01 01:51:00",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,62,1,0,"circle-area",1,0,0.999999999999998
"308",308,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","CIRCLE_RADIUS",1,"1996-02-01 01:51:18","1996-02-01 01:52:28",70,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,39,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"309",309,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","DOG_ON_A_ROPE",2,"1996-02-01 01:52:37","1996-02-01 01:52:53",16,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,9,2,0,"circle-area, circle-circumference",2,0,2
"310",310,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TRIANGLE_AREA",3,"1996-02-01 01:53:08","1996-02-01 01:53:08",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,54,1,0,"triangle-area",1,0,23
"311",311,"All Data","Stu_58d8c63d6e15a65f05b2e59e0a285d8f","Unit Area","RECTANGLE_ABCD",1,"1996-02-01 00:00:35","1996-02-01 00:01:03",28,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",3,0,30,1,0,"square-rect-area",1,0,21
"312",312,"All Data","Stu_58d8c63d6e15a65f05b2e59e0a285d8f","Unit Area","BUILDING_A_SIDEWALK",1,"1996-02-01 00:01:09","1996-02-01 00:02:10",61,0,0,1,9,1,9,0.111,8,0,1,0,"Geometry",2,0,"compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",2,0,"compose-by-addition, sq_rect-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, square-rect-area",2,0,"compose-by-addition, square-rect-area",1,0,"Single-KC",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",9,0,25,2,0,"compose-by-addition, square-rect-area",2,0,15
"313",313,"All Data","Stu_58d8c63d6e15a65f05b2e59e0a285d8f","Unit Area","PARALLELOGRAM_ABDE",1,"1996-02-01 00:02:17","1996-02-01 00:02:31",14,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"parallelogram-area",1,0,"area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"Single-KC",1,0,"parallelogram-area",1,0,"parallelogram-area",3,0,46,1,0,"parallelogram-area",1,1,19
"314",314,"All Data","Stu_58d8c63d6e15a65f05b2e59e0a285d8f","Unit Area","SQUARE_ABCD",1,"1996-02-01 00:02:40","1996-02-01 00:02:44",4,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"square-area",1,0,"area",1,0,"sq_rect-area",1,0,"square-area",1,0,"square-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"square-area",1,0,"rectangle-area",3,0,40,1,0,"square-rect-area",1,0,21
