"","Row","Sample","Anon Student Id","Problem Hierarchy","Problem Name","Problem View","Step Name","Step Start Time","First Transaction Time","Correct Transaction Time","Step End Time","Step Duration (sec)","Correct Step Duration (sec)","Error Step Duration (sec)","First Attempt","Incorrects","Hints","Corrects","Condition","KC (Geometry)","Opportunity (Geometry)","Predicted Error Rate (Geometry)","KC (KRE_circle_area)","Opportunity (KRE_circle_area)","Predicted Error Rate (KRE_circle_area)","KC (Khushboo)","Opportunity (Khushboo)","Predicted Error Rate (Khushboo)","KC (MJB-SQRECT-Merge)","Opportunity (MJB-SQRECT-Merge)","Predicted Error Rate (MJB-SQRECT-Merge)","KC (MyKC)","Opportunity (MyKC)","Predicted Error Rate (MyKC)","KC (NNEWWW)","Opportunity (NNEWWW)","Predicted Error Rate (NNEWWW)","KC (New)","Opportunity (New)","Predicted Error Rate (New)","KC (NewModel)","Opportunity (NewModel)","Predicted Error Rate (NewModel)","KC (Single-KC)","Opportunity (Single-KC)","Predicted Error Rate (Single-KC)","KC (Textbook)","Opportunity (Textbook)","Predicted Error Rate (Textbook)","KC (Textbook-test)","Opportunity (Textbook-test)","Predicted Error Rate (Textbook-test)","KC (Unique-step)","Opportunity (Unique-step)","Predicted Error Rate (Unique-step)","KC (Zhulin_Textbook11_SquareRectMerge)","Opportunity (Zhulin_Textbook11_SquareRectMerge)","Predicted Error Rate (Zhulin_Textbook11_SquareRectMerge)","KC (new KC model name)","Opportunity (new KC model name)","Predicted Error Rate (new KC model name)"
"228",228,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","POGS",1,"(SCRAP-METAL-AREA QUESTION1)","1996-02-01 00:26:44","1996-02-01 00:26:44","1996-02-01 00:26:45","1996-02-01 00:26:45",1,61.3769863477263,1,"incorrect",1,0,1,0,"Geometry",65,0.2127,"compose-by-addition",6,0.1781,"compose-by-addition",6,0.2105,"compose-by-addition",6,0.1755,"compose-by-addition",6,0.1764,"compose-by-addition",6,0.1764,"compose-by-addition",6,0.1755,"compose-by-addition",6,0.1755,"Single-KC",65,0.2127,"compose-by-addition",6,0.1764,"compose-by-addition",6,0.1755,127,1,0.4546,"compose-by-addition",6,0.1755,4,6,0.1913
"229",229,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","POGS",1,"(SCRAP-METAL-AREA QUESTION2)","1996-02-01 00:26:45","1996-02-01 00:28:01","1996-02-01 00:28:01","1996-02-01 00:28:01",76,76,0.135344476658977,"correct",0,0,1,0,"Geometry",66,0.2126,"compose-by-addition",7,0.1781,"compose-by-addition",7,0.2105,"compose-by-addition",7,0.1755,"compose-by-addition",7,0.1764,"compose-by-addition",7,0.1764,"compose-by-addition",7,0.1755,"compose-by-addition",7,0.1755,"Single-KC",66,0.2126,"compose-by-addition",7,0.1764,"compose-by-addition",7,0.1755,60,1,0.2067,"compose-by-addition",7,0.1755,4,7,0.1913
"230",230,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","POGS",1,"(SCRAP-METAL-AREA QUESTION3)","1996-02-01 00:28:01","1996-02-01 00:28:09","1996-02-01 00:28:09","1996-02-01 00:28:09",8,8,-0.233758025979497,"correct",0,0,1,0,"Geometry",67,0.2126,"compose-by-addition",8,0.1781,"compose-by-addition",8,0.2105,"compose-by-addition",8,0.1755,"compose-by-addition",8,0.1764,"compose-by-addition",8,0.1764,"compose-by-addition",8,0.1755,"compose-by-addition",8,0.1755,"Single-KC",67,0.2126,"compose-by-addition",8,0.1764,"compose-by-addition",8,0.1755,108,1,0.0844,"compose-by-addition",8,0.1755,4,8,0.1913
"231",231,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","DOG_ON_A_ROPE",1,"(AREA QUESTION1)","1996-02-01 00:00:25","1996-02-01 00:00:25","1996-02-01 00:00:26","1996-02-01 00:00:26",1,46.345236418321,1,"incorrect",1,0,1,0,"Geometry",1,0.4017,"circle-area",1,0.6021,"area",1,0.3755,"circle-area",1,0.5591,"circle-area",1,0.568,"circle-area",1,0.568,"circle-area",1,0.5591,"circle-area",1,0.5591,"Single-KC",1,0.4017,"circle-area",1,0.568,"circle-area",1,0.5591,6.00000000000001,1,0.3825,"circle-area",1,0.5591,1,1,0.5533
"232",232,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","DOG_ON_A_ROPE",1,"(CIRCUMFERENCE QUESTION1)","1996-02-01 00:00:26","1996-02-01 00:01:46","1996-02-01 00:01:46","1996-02-01 00:01:46",80,80,4.41096063206905,"correct",0,0,1,0,"Geometry",2,0.4017,"circle-circumference",1,0.4302,"circumference",1,0.3935,"circle-circumference",1,0.4305,"circle-circumference",1,0.44,"circle-circumference",1,0.44,"circle-circumference",1,0.4305,"circle-circumference",1,0.4305,"Single-KC",2,0.4017,"circle-circumference",1,0.44,"circle-circumference",1,0.4305,119,1,0.5079,"circle-circumference",1,0.4305,2,1,0.425
"233",233,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","LAWN_SPRINKLER",1,"(AREA QUESTION1)","1996-02-01 00:02:05","1996-02-01 00:02:05","1996-02-01 00:02:05","1996-02-01 00:02:05",0,0,8.44160422592383,"correct",0,0,1,0,"Geometry",3,0.4016,"circle-area",2,0.5812,"area",2,0.375,"circle-area",2,0.5422,"circle-area",2,0.5512,"circle-area",2,0.5512,"circle-area",2,0.5422,"circle-area",2,0.5422,"Single-KC",3,0.4016,"circle-area",2,0.5512,"circle-area",2,0.5422,81,1,0.6005,"circle-area",2,0.5422,1,2,0.5363
"234",234,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","LAWN_SPRINKLER_2",1,"(WATERED-LAWN-AREA QUESTION1)","1996-02-01 00:02:12","1996-02-01 00:02:12","1996-02-01 00:02:12","1996-02-01 00:02:12",0,7.105427357601e-15,11.0014457068167,"correct",0,0,1,0,"Geometry",4,0.4016,"circle-area",3,0.5601,"area",3,0.3744,"circle-area",3,0.5253,"circle-area",3,0.5344,"circle-area",3,0.5344,"circle-area",3,0.5253,"circle-area",3,0.5253,"Single-KC",4,0.4016,"circle-area",3,0.5344,"circle-area",3,0.5253,123,1,0.4637,"circle-area",3,0.5253,1,3,0.5193
"235",235,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","LAWN_SPRINKLER_2",1,"(TOTAL-LAWN-AREA QUESTION1)","1996-02-01 00:02:12","1996-02-01 00:02:21","1996-02-01 00:02:22","1996-02-01 00:02:22",10,34.6733858634496,10,"incorrect",1,0,1,0,"Geometry",5,0.4015,"rectangle-area",1,0.191,"area",4,0.3738,"sq_rect-area",1,0.178,"rectangle-area",1,0.1956,"rectangle-area",1,0.1956,"square-rect-area",1,0.178,"square-rect-area",1,0.178,"Single-KC",5,0.4015,"rectangle-area",1,0.1956,"rectangle-area",1,0.178,95,1,0.3669,"square-rect-area",1,0.178,9,1,0.1703
"236",236,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","LAWN_SPRINKLER_2",1,"(UNWATERED-LAWN-AREA QUESTION1)","1996-02-01 00:02:22","1996-02-01 00:03:02","1996-02-01 00:03:02","1996-02-01 00:03:02",40,40,4.69037132680697,"correct",0,0,1,0,"Geometry",6,0.4015,"compose-by-addition",1,0.4036,"compose-by-addition",1,0.3824,"compose-by-addition",1,0.4008,"compose-by-addition",1,0.4101,"compose-by-addition",1,0.4101,"compose-by-addition",1,0.4008,"compose-by-addition",1,0.4008,"Single-KC",6,0.4015,"compose-by-addition",1,0.4101,"compose-by-addition",1,0.4008,52,1,0.5493,"compose-by-addition",1,0.4008,4,1,0.4234
"237",237,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","LAWN_SPRINKLER",2,"(AREA QUESTION1)","1996-02-01 00:03:27","1996-02-01 00:03:27","1996-02-01 00:03:27","1996-02-01 00:03:27",0,0,-0.299978907105594,"correct",0,0,1,0,"Geometry",7,0.4014,"circle-area",4,0.5388,"area",5,0.3733,"circle-area",4,0.5083,"circle-area",4,0.5175,"circle-area",4,0.5175,"circle-area",4,0.5083,"circle-area",4,0.5083,"Single-KC",7,0.4014,"circle-area",4,0.5175,"circle-area",4,0.5083,81,2,0.182,"circle-area",4,0.5083,1,4,0.5022
"238",238,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","TROGS",1,"(TROG-HEIGHT QUESTION1)","1996-02-01 00:03:36","1996-02-01 00:03:36","1996-02-01 00:03:37","1996-02-01 00:03:37",1,-2.36873461406266,1,"incorrect",1,0,1,0,"Geometry",8,0.4014,"equi-tri-height?",1,0.9143,"equi-tri-height?",1,0.8999,"equi-tri-height?",1,0.9134,"equi-tri-height?",1,0.9163,"equi-tri-height?",1,0.9163,"equi-tri-height?",1,0.9134,"equi-tri-height?",1,0.9134,"Single-KC",8,0.4014,"equi-tri-height?",1,0.9163,"equi-tri-height?",1,0.9134,117,1,0.9511,"equi-tri-height?",1,0.9134,6,1,0.9118
"239",239,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","TROGS",1,"(TROG-AREA QUESTION1)","1996-02-01 00:03:37","1996-02-01 00:04:30","1996-02-01 00:04:30","1996-02-01 00:04:30",53,53,11.0668247282021,"correct",0,0,1,0,"Geometry",9,0.4013,"triangle-area",1,0.4284,"area",6,0.3727,"triangle-area",1,0.4255,"triangle-area",1,0.4349,"triangle-area",1,0.4349,"triangle-area",1,0.4255,"triangle-area",1,0.4255,"Single-KC",9,0.4013,"triangle-area",1,0.4349,"triangle-area",1,0.4255,109,1,0.4255,"triangle-area",1,0.4255,11,1,0.4188
"240",240,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","TROGS",1,"(SQUARE-AREA QUESTION1)","1996-02-01 00:04:30","1996-02-01 00:06:38","1996-02-01 00:06:38","1996-02-01 00:06:38",128,128,18.3988758709416,"correct",0,0,1,0,"Geometry",10,0.4013,"square-area",1,0.1248,"area",7,0.3722,"sq_rect-area",2,0.1746,"square-area",1,0.1276,"square-area",1,0.1276,"square-rect-area",2,0.1746,"square-rect-area",2,0.1746,"Single-KC",10,0.4013,"square-area",1,0.1276,"rectangle-area",2,0.1746,97,1,0.0854,"square-rect-area",2,0.1746,9,2,0.1651
"241",241,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","TROGS",1,"(SCRAP-METAL-AREA QUESTION1)","1996-02-01 00:06:38","1996-02-01 00:06:45","1996-02-01 00:06:46","1996-02-01 00:06:46",8,98.9862276185792,7.99999999999999,"incorrect",1,0,1,0,"Geometry",11,0.4012,"compose-by-addition",2,0.4036,"compose-by-addition",2,0.3824,"compose-by-addition",2,0.4008,"compose-by-addition",2,0.4101,"compose-by-addition",2,0.4101,"compose-by-addition",2,0.4008,"compose-by-addition",2,0.4008,"Single-KC",11,0.4012,"compose-by-addition",2,0.4101,"compose-by-addition",2,0.4008,6.99999999999999,1,0.4255,"compose-by-addition",2,0.4008,4,2,0.4234
"242",242,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","TROGS",1,"(SQUARE-AREA QUESTION2)","1996-02-01 00:06:46","1996-02-01 00:07:09","1996-02-01 00:07:09","1996-02-01 00:07:09",23,23,-18.7540630008661,"correct",0,0,1,0,"Geometry",12,0.4011,"square-area",2,0.1248,"area",8,0.3716,"sq_rect-area",3,0.1712,"square-area",2,0.1275,"square-area",2,0.1275,"square-rect-area",3,0.1712,"square-rect-area",3,0.1712,"Single-KC",12,0.4011,"square-area",2,0.1275,"rectangle-area",3,0.1712,73,1,0.1636,"square-rect-area",3,0.1712,9,3,0.1601
"243",243,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","TROGS",1,"(TROG-HEIGHT QUESTION2)","1996-02-01 00:07:09","1996-02-01 00:07:13","1996-02-01 00:07:14","1996-02-01 00:07:14",5,-11.7160423700948,5,"incorrect",1,0,1,0,"Geometry",13,0.4011,"equi-tri-height?",2,0.7574,"equi-tri-height?",2,0.7285,"equi-tri-height?",2,0.7553,"equi-tri-height?",2,0.7623,"equi-tri-height?",2,0.7623,"equi-tri-height?",2,0.7553,"equi-tri-height?",2,0.7553,"Single-KC",13,0.4011,"equi-tri-height?",2,0.7623,"equi-tri-height?",2,0.7553,3.00000000000001,1,0.7673,"equi-tri-height?",2,0.7553,6,2,0.751
"244",244,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","TROGS",1,"(TROG-AREA QUESTION2)","1996-02-01 00:07:14","1996-02-01 00:09:04","1996-02-01 00:09:05","1996-02-01 00:09:05",111,-7.65643325964835,111,"incorrect",1,0,1,0,"Geometry",14,0.401,"triangle-area",2,0.4217,"area",9,0.371,"triangle-area",2,0.4188,"triangle-area",2,0.4282,"triangle-area",2,0.4282,"triangle-area",2,0.4188,"triangle-area",2,0.4188,"Single-KC",14,0.401,"triangle-area",2,0.4282,"triangle-area",2,0.4188,78,1,0.6027,"triangle-area",2,0.4188,11,2,0.4121
"245",245,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","TROGS",1,"(SCRAP-METAL-AREA QUESTION2)","1996-02-01 00:09:05","1996-02-01 00:09:15","1996-02-01 00:09:15","1996-02-01 00:09:15",10,9.99999999999995,167.122732863622,"correct",0,0,1,0,"Geometry",15,0.401,"compose-by-addition",3,0.4036,"compose-by-addition",3,0.3824,"compose-by-addition",3,0.4008,"compose-by-addition",3,0.4101,"compose-by-addition",3,0.4101,"compose-by-addition",3,0.4008,"compose-by-addition",3,0.4008,"Single-KC",15,0.401,"compose-by-addition",3,0.4101,"compose-by-addition",3,0.4008,116,1,0.2354,"compose-by-addition",3,0.4008,4,3,0.4234
"246",246,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","TROGS",1,"(SQUARE-AREA QUESTION3)","1996-02-01 00:09:15","1996-02-01 00:09:32","1996-02-01 00:09:32","1996-02-01 00:09:32",17,17,158.261865617147,"correct",0,0,1,0,"Geometry",16,0.4009,"square-area",3,0.1248,"area",10,0.3705,"sq_rect-area",4,0.1679,"square-area",3,0.1275,"square-area",3,0.1275,"square-rect-area",4,0.1679,"square-rect-area",4,0.1679,"Single-KC",16,0.4009,"square-area",3,0.1275,"rectangle-area",4,0.1679,71,1,0.1636,"square-rect-area",4,0.1679,9,4,0.1552
"247",247,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","TROGS",1,"(TROG-HEIGHT QUESTION3)","1996-02-01 00:09:32","1996-02-01 00:09:40","1996-02-01 00:09:40","1996-02-01 00:09:40",8,8,111.439631938861,"correct",0,0,1,0,"Geometry",17,0.4009,"equi-tri-height?",3,0.4775,"equi-tri-height?",3,0.4445,"equi-tri-height?",3,0.4748,"equi-tri-height?",3,0.4842,"equi-tri-height?",3,0.4842,"equi-tri-height?",3,0.4748,"equi-tri-height?",3,0.4748,"Single-KC",17,0.4009,"equi-tri-height?",3,0.4842,"equi-tri-height?",3,0.4748,44,1,0.5041,"equi-tri-height?",3,0.4748,6,3,0.4683
"248",248,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","TROGS",1,"(TROG-AREA QUESTION3)","1996-02-01 00:09:40","1996-02-01 00:09:59","1996-02-01 00:09:59","1996-02-01 00:09:59",19,19,53.6782655070503,"correct",0,0,1,0,"Geometry",18,0.4008,"triangle-area",3,0.4149,"area",11,0.3699,"triangle-area",3,0.412,"triangle-area",3,0.4214,"triangle-area",3,0.4214,"triangle-area",3,0.412,"triangle-area",3,0.412,"Single-KC",18,0.4008,"triangle-area",3,0.4214,"triangle-area",3,0.412,74,1,0.3014,"triangle-area",3,0.412,11,3,0.4054
"249",249,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","TROGS",1,"(SCRAP-METAL-AREA QUESTION3)","1996-02-01 00:09:59","1996-02-01 00:10:10","1996-02-01 00:10:11","1996-02-01 00:10:11",12,28.4728669597384,12,"incorrect",1,0,1,0,"Geometry",19,0.4008,"compose-by-addition",4,0.4036,"compose-by-addition",4,0.3824,"compose-by-addition",4,0.4008,"compose-by-addition",4,0.4101,"compose-by-addition",4,0.4101,"compose-by-addition",4,0.4008,"compose-by-addition",4,0.4008,"Single-KC",19,0.4008,"compose-by-addition",4,0.4101,"compose-by-addition",4,0.4008,100,1,0.3014,"compose-by-addition",4,0.4008,4,4,0.4234
"250",250,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","WATERING_VEGGIES",1,"(WATERED-AREA QUESTION1)","1996-02-01 00:10:26","1996-02-01 00:10:26","1996-02-01 00:10:27","1996-02-01 00:10:27",1,30.1279982082821,1,"incorrect",1,0,1,0,"Geometry",20,0.4007,"circle-area",5,0.5173,"area",12,0.3694,"circle-area",5,0.4913,"circle-area",5,0.5006,"circle-area",5,0.5006,"circle-area",5,0.4913,"circle-area",5,0.4913,"Single-KC",20,0.4007,"circle-area",5,0.5006,"circle-area",5,0.4913,23,1,0.6406,"circle-area",5,0.4913,1,5,0.4851
"251",251,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","WATERING_VEGGIES",1,"(TOTAL-GARDEN QUESTION1)","1996-02-01 00:10:27","1996-02-01 00:10:36","1996-02-01 00:10:37","1996-02-01 00:10:37",10,26.5868354411055,10,"incorrect",1,0,1,0,"Geometry",21,0.4007,"square-area",4,0.1247,"area",13,0.3688,"sq_rect-area",5,0.1647,"square-area",4,0.1275,"square-area",4,0.1275,"square-rect-area",5,0.1647,"square-rect-area",5,0.1647,"Single-KC",21,0.4007,"square-area",4,0.1275,"rectangle-area",5,0.1647,63,1,0.4181,"square-rect-area",5,0.1647,9,5,0.1504
"252",252,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","WATERING_VEGGIES",1,"(UNWATERED-AREA QUESTION1)","1996-02-01 00:10:37","1996-02-01 00:11:27","1996-02-01 00:11:28","1996-02-01 00:11:28",51,20.4708203536832,51,"incorrect",1,0,1,0,"Geometry",22,0.4006,"compose-by-addition",5,0.4036,"compose-by-addition",5,0.3824,"compose-by-addition",5,0.4008,"compose-by-addition",5,0.4101,"compose-by-addition",5,0.4101,"compose-by-addition",5,0.4008,"compose-by-addition",5,0.4008,"Single-KC",22,0.4006,"compose-by-addition",5,0.4101,"compose-by-addition",5,0.4008,115,1,0.3621,"compose-by-addition",5,0.4008,4,5,0.4234
"253",253,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","POGS",1,"(POG-AREA QUESTION1)","1996-02-01 00:12:36","1996-02-01 00:12:36","1996-02-01 00:12:37","1996-02-01 00:12:37",1,14.4013946414899,1.00000000000001,"incorrect",1,0,1,0,"Geometry",23,0.4006,"circle-area",6,0.4957,"area",14,0.3682,"circle-area",6,0.4743,"circle-area",6,0.4836,"circle-area",6,0.4836,"circle-area",6,0.4743,"circle-area",6,0.4743,"Single-KC",23,0.4006,"circle-area",6,0.4836,"circle-area",6,0.4743,38,1,0.3891,"circle-area",6,0.4743,1,6,0.468
"254",254,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","POGS",1,"(SQUARE-AREA QUESTION1)","1996-02-01 00:12:37","1996-02-01 00:12:48","1996-02-01 00:12:48","1996-02-01 00:12:48",11,11,-14.0019827736924,"correct",0,0,1,0,"Geometry",24,0.4005,"square-area",5,0.1247,"area",15,0.3677,"sq_rect-area",6,0.1615,"square-area",5,0.1275,"square-area",5,0.1275,"square-rect-area",6,0.1615,"square-rect-area",6,0.1615,"Single-KC",24,0.4005,"square-area",5,0.1275,"rectangle-area",6,0.1615,83,1,0.2613,"square-rect-area",6,0.1615,9,6,0.1458
"255",255,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","POGS",1,"(SCRAP-METAL-AREA QUESTION1)","1996-02-01 00:12:48","1996-02-01 00:12:59","1996-02-01 00:13:00","1996-02-01 00:13:00",12,11.9271942858095,12,"incorrect",1,0,1,0,"Geometry",25,0.4005,"compose-by-addition",6,0.4036,"compose-by-addition",6,0.3824,"compose-by-addition",6,0.4008,"compose-by-addition",6,0.4101,"compose-by-addition",6,0.4101,"compose-by-addition",6,0.4008,"compose-by-addition",6,0.4008,"Single-KC",25,0.4005,"compose-by-addition",6,0.4101,"compose-by-addition",6,0.4008,127,1,0.7849,"compose-by-addition",6,0.4008,4,6,0.4234
"256",256,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","POGS",1,"(POG-AREA QUESTION2)","1996-02-01 00:13:00","1996-02-01 00:13:15","1996-02-01 00:13:15","1996-02-01 00:13:15",15,15,39.798168514251,"correct",0,0,1,0,"Geometry",26,0.4004,"circle-area",7,0.4742,"area",16,0.3671,"circle-area",7,0.4573,"circle-area",7,0.4667,"circle-area",7,0.4667,"circle-area",7,0.4573,"circle-area",7,0.4573,"Single-KC",26,0.4004,"circle-area",7,0.4667,"circle-area",7,0.4573,86,1,0.2201,"circle-area",7,0.4573,1,7,0.451
"257",257,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","POGS",1,"(SQUARE-AREA QUESTION2)","1996-02-01 00:13:15","1996-02-01 00:13:32","1996-02-01 00:13:32","1996-02-01 00:13:32",17,17,60.4232553633602,"correct",0,0,1,0,"Geometry",27,0.4003,"square-area",6,0.1246,"area",17,0.3666,"sq_rect-area",7,0.1583,"square-area",6,0.1275,"square-area",6,0.1275,"square-rect-area",7,0.1583,"square-rect-area",7,0.1583,"Single-KC",27,0.4003,"square-area",6,0.1275,"rectangle-area",7,0.1583,88,1,0.0692,"square-rect-area",7,0.1583,9,7,0.1413
"258",258,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","POGS",1,"(SCRAP-METAL-AREA QUESTION2)","1996-02-01 00:13:32","1996-02-01 00:13:47","1996-02-01 00:13:47","1996-02-01 00:13:47",15,15,72.4656212419087,"correct",0,0,1,0,"Geometry",28,0.4003,"compose-by-addition",7,0.4036,"compose-by-addition",7,0.3824,"compose-by-addition",7,0.4008,"compose-by-addition",7,0.4101,"compose-by-addition",7,0.4101,"compose-by-addition",7,0.4008,"compose-by-addition",7,0.4008,"Single-KC",28,0.4003,"compose-by-addition",7,0.4101,"compose-by-addition",7,0.4008,60,1,0.5328,"compose-by-addition",7,0.4008,4,7,0.4234
"259",259,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","POGS",1,"(POG-AREA QUESTION3)","1996-02-01 00:13:47","1996-02-01 00:13:58","1996-02-01 00:13:58","1996-02-01 00:13:58",11,11,74.5156268444775,"correct",0,0,1,0,"Geometry",29,0.4002,"circle-area",8,0.4528,"area",18,0.366,"circle-area",8,0.4405,"circle-area",8,0.4499,"circle-area",8,0.4499,"circle-area",8,0.4405,"circle-area",8,0.4405,"Single-KC",29,0.4002,"circle-area",8,0.4499,"circle-area",8,0.4405,43,1,0.104,"circle-area",8,0.4405,1,8,0.4341
"260",260,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","POGS",1,"(SQUARE-AREA QUESTION3)","1996-02-01 00:13:58","1996-02-01 00:14:11","1996-02-01 00:14:11","1996-02-01 00:14:11",13,13,65.1636328656476,"correct",0,0,1,0,"Geometry",30,0.4002,"square-area",7,0.1246,"area",19,0.3654,"sq_rect-area",8,0.1552,"square-area",7,0.1275,"square-area",7,0.1275,"square-rect-area",8,0.1552,"square-rect-area",8,0.1552,"Single-KC",30,0.4002,"square-area",7,0.1275,"rectangle-area",8,0.1552,79,1,0.104,"square-rect-area",8,0.1552,9,8,0.1369
"261",261,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","POGS",1,"(SCRAP-METAL-AREA QUESTION3)","1996-02-01 00:14:11","1996-02-01 00:14:53","1996-02-01 00:14:54","1996-02-01 00:14:54",43,13.7580142762356,43,"incorrect",1,0,1,0,"Geometry",31,0.4001,"compose-by-addition",8,0.4036,"compose-by-addition",8,0.3824,"compose-by-addition",8,0.4008,"compose-by-addition",8,0.4101,"compose-by-addition",8,0.4101,"compose-by-addition",8,0.4008,"compose-by-addition",8,0.4008,"Single-KC",31,0.4001,"compose-by-addition",8,0.4101,"compose-by-addition",8,0.4008,108,1,0.2875,"compose-by-addition",8,0.4008,4,8,0.4234
"262",262,"All Data","Stu_151682e96c4fe1d626d5a15ca23e2241","Unit Area","COVERING_POOL",1,"(RADIUS QUESTION1)","1996-02-01 00:00:33","1996-02-01 00:00:33","1996-02-01 00:00:34","1996-02-01 00:01:12",20,11.9678894280811,20,"incorrect",1,0,3,0,"Geometry",1,0.3414,"circle-area",1,0.5366,"area",1,0.3256,"circle-area",1,0.4859,"circle-area",1,0.4907,"circle-area",1,0.4907,"circle-area",1,0.4859,"circle-area",1,0.4859,"Single-KC",1,0.3414,"circle-area",1,0.4907,"circle-area",1,0.4859,22,1,0.6768,"circle-area",1,0.4859,1,1,0.4828
"263",263,"All Data","Stu_151682e96c4fe1d626d5a15ca23e2241","Unit Area","COVERING_POOL",1,"(DIAMETER QUESTION1)","1996-02-01 00:00:34","1996-02-01 00:00:44","1996-02-01 00:00:45","1996-02-01 00:01:19",26,9.09875744180878,26,"incorrect",2,0,3,0,"Geometry",2,0.3414,"circle-diameter",1,0.4059,"diameter",1,0.3792,"circle-diameter",1,0.3991,"circle-diameter",1,0.4043,"circle-diameter",1,0.4043,"circle-diameter",1,0.3991,"circle-diameter",1,0.3991,"Single-KC",2,0.3414,"circle-diameter",1,0.4043,"circle-diameter",1,0.3991,110,1,0.5467,"circle-diameter",1,0.3991,3,1,0.3965
"264",264,"All Data","Stu_151682e96c4fe1d626d5a15ca23e2241","Unit Area","CIRCLE_DIAMETER",1,"(RADIUS QUESTION1)","1996-02-01 00:01:21","1996-02-01 00:01:21","1996-02-01 00:01:22","1996-02-01 00:01:22",1,6.619750303691,1,"incorrect",1,0,1,0,"Geometry",3,0.3413,"circle-diameter",2,0.3968,"diameter",2,0.3716,"circle-diameter",2,0.3899,"circle-diameter",2,0.3951,"circle-diameter",2,0.3951,"circle-diameter",2,0.3899,"circle-diameter",2,0.3899,"Single-KC",3,0.3413,"circle-diameter",2,0.3951,"circle-diameter",2,0.3899,90,1,0.1034,"circle-diameter",2,0.3899,3,2,0.387
"265",265,"All Data","Stu_151682e96c4fe1d626d5a15ca23e2241","Unit Area","CIRCLE_DIAMETER",1,"(AREA QUESTION1)","1996-02-01 00:01:22","1996-02-01 00:01:28","1996-02-01 00:01:28","1996-02-01 00:01:28",6,6,-11.9625418235861,"correct",0,0,1,0,"Geometry",4,0.3413,"circle-pi",1,0.1988,"area",2,0.3251,"circle-area",2,0.4689,"circle-area",2,0.4737,"circle-area",2,0.4737,"circle-area",2,0.4689,"circle-area",2,0.4689,"Single-KC",4,0.3413,"circle-area",2,0.4737,"circle-area",2,0.4689,36,1,0.1332,"circle-area",2,0.4689,1,2,0.4658
"266",266,"All Data","Stu_151682e96c4fe1d626d5a15ca23e2241","Unit Area","CIRCLE_DIAMETER",1,"(CIRCUMFERENCE QUESTION1)","1996-02-01 00:01:28","1996-02-01 00:01:36","1996-02-01 00:01:36","1996-02-01 00:01:36",8,8,-7.37989728553224,"correct",0,0,1,0,"Geometry",5,0.3412,"circle-circumference",1,0.3662,"circumference",1,0.3425,"circle-circumference",1,0.3604,"circle-circumference",1,0.3654,"circle-circumference",1,0.3654,"circle-circumference",1,0.3604,"circle-circumference",1,0.3604,"Single-KC",5,0.3412,"circle-circumference",1,0.3654,"circle-circumference",1,0.3604,35,1,0.1921,"circle-circumference",1,0.3604,2,1,0.3578
