"","ï..Row","Sample","Anon.Student.Id","Problem.Hierarchy","Problem.Name","Problem.View","Problem.Start.Time","Problem.End.Time","Latency..sec.","Steps.Missing.Start.Times","Hints","Incorrects","Corrects","Avg.Corrects","Steps","Avg.Assistance.Score","Correct.First.Attempts","Condition","KCs..Geometry.","Steps.without.KCs..Geometry.","KC.List..Geometry.","KCs..KRE_circle_area.","Steps.without.KCs..KRE_circle_area.","KC.List..KRE_circle_area.","KCs..Khushboo.","Steps.without.KCs..Khushboo.","KC.List..Khushboo.","KCs..MJB.SQRECT.Merge.","Steps.without.KCs..MJB.SQRECT.Merge.","KC.List..MJB.SQRECT.Merge.","KCs..MyKC.","Steps.without.KCs..MyKC.","KC.List..MyKC.","KCs..NNEWWW.","Steps.without.KCs..NNEWWW.","KC.List..NNEWWW.","KCs..New.","Steps.without.KCs..New.","KC.List..New.","KCs..NewModel.","Steps.without.KCs..NewModel.","KC.List..NewModel.","KCs..Single.KC.","Steps.without.KCs..Single.KC.","KC.List..Single.KC.","KCs..Textbook.","Steps.without.KCs..Textbook.","KC.List..Textbook.","KCs..Textbook.test.","Steps.without.KCs..Textbook.test.","KC.List..Textbook.test.","KCs..Unique.step.","Steps.without.KCs..Unique.step.","KC.List..Unique.step.","KCs..Zhulin_Textbook11_SquareRectMerge.","Steps.without.KCs..Zhulin_Textbook11_SquareRectMerge.","KC.List..Zhulin_Textbook11_SquareRectMerge.","KCs..new.KC.model.name.","Steps.without.KCs..new.KC.model.name.","KC.List..new.KC.model.name."
"192",192,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TRAPEZOID_HEIGHT",1,"2/1/1996 0:08","2/1/1996 0:08",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC23",1,0,"trapezoid-area",1,0,"trapezoid-area"
"193",193,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TRAPEZOID_BASE",1,"2/1/1996 0:09","2/1/1996 0:09",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC102",1,0,"trapezoid-area",1,0,"trapezoid-area"
"194",194,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TRAPEZOID_ABCD",2,"2/1/1996 0:09","2/1/1996 0:11",137,0,0,2,6,2,3,0.667,2,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,"KC101, KC34, KC73",1,0,"trapezoid-area",1,0,"trapezoid-area"
"195",195,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TRAPEZOID_AREA",2,"2/1/1996 0:12","2/1/1996 0:12",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC47",1,0,"trapezoid-area",1,0,"trapezoid-area"
"196",196,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TRAPEZOID_HEIGHT",2,"2/1/1996 0:13","2/1/1996 0:13",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC23",1,0,"trapezoid-area",1,0,"trapezoid-area"
"197",197,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TRAPEZOID_BASE",2,"2/1/1996 0:13","2/1/1996 0:13",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC102",1,0,"trapezoid-area",1,0,"trapezoid-area"
"198",198,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TRAPEZOID_HEIGHT",3,"2/1/1996 0:13","2/1/1996 0:13",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC23",1,0,"trapezoid-area",1,0,"trapezoid-area"
"199",199,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TRIANGLE_ABC",1,"2/1/1996 0:14","2/1/1996 0:14",27,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",3,0,"KC3, KC89, KC98",1,0,"triangle-area",1,0,"triangle-area"
"200",200,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TRIANGLE_TRIANGLE",1,"2/1/1996 0:15","2/1/1996 0:15",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,"KC48",1,0,"triangle-area",1,0,"triangle-area"
"201",201,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","PENTAGON",1,"2/1/1996 0:15","2/1/1996 0:17",130,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC116, KC131, KC49",1,0,"pentagon-area",1,0,"pentagon-area"
"202",202,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TRIANGLE_RECTANGLE",1,"2/1/1996 0:18","2/1/1996 0:18",2,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"KC110, KC42",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area"
"203",203,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","DESIGNING_A_QUILT",1,"2/1/1996 0:18","2/1/1996 0:22",238,0,0,0,12,1,12,0,12,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",12,0,"KC105, KC109, KC115, KC121, KC122, KC40, KC56, KC6, KC66, KC68, KC88, KC99",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area"
"204",204,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","PENTAGON_ABCDE",1,"2/1/1996 0:23","2/1/1996 0:24",60,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC10, KC112, KC25",1,0,"pentagon-area",1,0,"pentagon-area"
"205",205,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TRIANGLE_AREA",1,"2/1/1996 0:24","2/1/1996 0:24",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,"KC37",1,0,"triangle-area",1,0,"triangle-area"
"207",207,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","LAWN_SPRINKLER",1,"2/1/1996 0:36","2/1/1996 0:36",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,"KC52",1,0,"circle-area",1,0,"circle-area"
"208",208,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","COVERING_POOL",1,"2/1/1996 0:36","2/1/1996 0:37",36,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"KC118, KC79",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter"
"209",209,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","DOG_ON_A_ROPE",1,"2/1/1996 0:37","2/1/1996 0:37",35,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"KC103, KC87",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference"
"210",210,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","LAWN_SPRINKLER_2",1,"2/1/1996 0:38","2/1/1996 0:38",38,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"KC26, KC65, KC90",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area"
"212",212,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","WATERING_VEGGIES",1,"2/1/1996 0:49","2/1/1996 0:50",61,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"KC119, KC36, KC83",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area"
"213",213,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","POGS",1,"2/1/1996 0:50","2/1/1996 0:52",100,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",3,0,"KC33, KC77, KC94",1,0,"compose-by-addition",1,0,"compose-by-addition"
"214",214,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","ONE_CIRCLE_IN_CIRCLE",1,"2/1/1996 0:53","2/1/1996 0:53",23,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, compose-by-addition",2,0,"area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",1,0,"Single-KC",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"KC38, KC97",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition"
"215",215,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","ONE_CIRCLE_IN_SQUARE",1,"2/1/1996 0:54","2/1/1996 0:54",38,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"KC20, KC55, KC61",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area"
"216",216,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TWO_CIRCLES_IN_CIRCLE",1,"2/1/1996 0:54","2/1/1996 0:56",113,0,0,0,5,1,5,0,5,0,1,0,"Geometry",2,0,"circle-area, compose-by-addition",2,0,"area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",1,0,"Single-KC",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",5,0,"KC124, KC129, KC30, KC32, KC81",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition"
"218",218,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TRIANGLE_TRIANGLE",2,"2/1/1996 0:58","2/1/1996 0:58",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,"KC48",1,0,"triangle-area",1,0,"triangle-area"
"219",219,"All Data","Stu_2ebe6a7530ff11f2c0b9b807faf0a0a3","Unit Area","TRIANGLE_AREA",2,"2/1/1996 0:59","2/1/1996 0:59",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,"KC37",1,0,"triangle-area",1,0,"triangle-area"
"220",220,"All Data","Stu_3ccf65a4350752bf3a96ec95a3a90cd0","Unit Area","RECTANGLE_ABCD",1,"2/1/1996 0:00","2/1/1996 0:00",24,0,0,3,3,1,3,1,0,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",3,0,"KC12, KC16, KC69",1,0,"square-rect-area",1,0,"square-rect-area"
"223",223,"All Data","Stu_3ccf65a4350752bf3a96ec95a3a90cd0","Unit Area","SQUARE_ABCD",1,"2/1/1996 0:02","2/1/1996 0:03",12,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"square-area",1,0,"area",1,0,"sq_rect-area",1,0,"square-area",1,0,"square-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"square-area",1,0,"rectangle-area",3,0,"KC17, KC24, KC75",1,0,"square-rect-area",1,0,"square-rect-area"
"225",225,"All Data","Stu_3ccf65a4350752bf3a96ec95a3a90cd0","Unit Area","RECTANGLE_AREA",1,"2/1/1996 0:04","2/1/1996 0:04",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"KC21",1,0,"square-rect-area",1,0,"square-rect-area"
"230",230,"All Data","Stu_3ccf65a4350752bf3a96ec95a3a90cd0","Unit Area","TRAPEZOID_ABCD",1,"2/1/1996 0:08","2/1/1996 0:08",28,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,"KC101, KC34, KC73",1,0,"trapezoid-area",1,0,"trapezoid-area"
"231",231,"All Data","Stu_3ccf65a4350752bf3a96ec95a3a90cd0","Unit Area","TRAPEZOID_AREA",1,"2/1/1996 0:09","2/1/1996 0:09",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC47",1,0,"trapezoid-area",1,0,"trapezoid-area"
"232",232,"All Data","Stu_3ccf65a4350752bf3a96ec95a3a90cd0","Unit Area","TRAPEZOID_HEIGHT",1,"2/1/1996 0:09","2/1/1996 0:09",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC23",1,0,"trapezoid-area",1,0,"trapezoid-area"
"233",233,"All Data","Stu_3ccf65a4350752bf3a96ec95a3a90cd0","Unit Area","TRAPEZOID_BASE",1,"2/1/1996 0:10","2/1/1996 0:10",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC102",1,0,"trapezoid-area",1,0,"trapezoid-area"
"234",234,"All Data","Stu_3ccf65a4350752bf3a96ec95a3a90cd0","Unit Area","TRAPEZOID_ABCD",2,"2/1/1996 0:10","2/1/1996 0:11",53,0,0,2,4,1.333,3,0.667,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,"KC101, KC34, KC73",1,0,"trapezoid-area",1,0,"trapezoid-area"
"235",235,"All Data","Stu_3ccf65a4350752bf3a96ec95a3a90cd0","Unit Area","TRAPEZOID_AREA",2,"2/1/1996 0:11","2/1/1996 0:11",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC47",1,0,"trapezoid-area",1,0,"trapezoid-area"
"236",236,"All Data","Stu_3ccf65a4350752bf3a96ec95a3a90cd0","Unit Area","TRAPEZOID_HEIGHT",2,"2/1/1996 0:11","2/1/1996 0:11",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC23",1,0,"trapezoid-area",1,0,"trapezoid-area"
"237",237,"All Data","Stu_3ccf65a4350752bf3a96ec95a3a90cd0","Unit Area","TRAPEZOID_BASE",2,"2/1/1996 0:11","2/1/1996 0:11",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC102",1,0,"trapezoid-area",1,0,"trapezoid-area"
"238",238,"All Data","Stu_3ccf65a4350752bf3a96ec95a3a90cd0","Unit Area","TRAPEZOID_ABCD",3,"2/1/1996 0:11","2/1/1996 0:12",48,0,0,2,5,1.667,3,0.667,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,"KC101, KC34, KC73",1,0,"trapezoid-area",1,0,"trapezoid-area"
"239",239,"All Data","Stu_3ccf65a4350752bf3a96ec95a3a90cd0","Unit Area","TRAPEZOID_BASE",3,"2/1/1996 0:12","2/1/1996 0:12",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC102",1,0,"trapezoid-area",1,0,"trapezoid-area"
"241",241,"All Data","Stu_489b8bd11558dd3a455de1fe5e38faa4","Unit Area","RECTANGLE_ABCD",1,"2/1/1996 0:00","2/1/1996 0:01",14,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",3,0,"KC12, KC16, KC69",1,0,"square-rect-area",1,0,"square-rect-area"
"244",244,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","RECTANGLE_ABCD",1,"2/1/1996 0:00","2/1/1996 0:00",25,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",3,0,"KC12, KC16, KC69",1,0,"square-rect-area",1,0,"square-rect-area"
"246",246,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","PARALLELOGRAM_ABDE",1,"2/1/1996 0:02","2/1/1996 0:03",25,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"parallelogram-area",1,0,"area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"Single-KC",1,0,"parallelogram-area",1,0,"parallelogram-area",3,0,"KC22, KC35, KC92",1,0,"parallelogram-area",1,1,"parallelogram-area"
"247",247,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","SQUARE_ABCD",1,"2/1/1996 0:03","2/1/1996 0:03",9,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"square-area",1,0,"area",1,0,"sq_rect-area",1,0,"square-area",1,0,"square-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"square-area",1,0,"rectangle-area",3,0,"KC17, KC24, KC75",1,0,"square-rect-area",1,0,"square-rect-area"
"249",249,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","RECTANGLE_AREA",1,"2/1/1996 0:06","2/1/1996 0:06",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"KC21",1,0,"square-rect-area",1,0,"square-rect-area"
"251",251,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TRAPEZOID_ABCD",1,"2/1/1996 0:08","2/1/1996 0:11",146,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,"KC101, KC34, KC73",1,0,"trapezoid-area",1,0,"trapezoid-area"
"252",252,"All Data","Stu_4e8a5be7f2663d2ccccfb59c684d5452","Unit Area","TRAPEZOID_AREA",1,"2/1/1996 0:12","2/1/1996 0:12",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC47",1,0,"trapezoid-area",1,0,"trapezoid-area"
